Date,close_TIOc1,open_TIOc1,high_TIOc1,low_TIOc1
2023-01-04,115.35,115.35,115.35,115.35
2023-01-05,114.97,114.97,114.97,114.97
2023-01-06,116.57,116.57,116.57,116.57
2023-01-09,117.41,117.41,117.41,117.41
2023-01-10,119.66,119.66,119.66,119.66
2023-01-11,121.02,121.02,121.02,121.02
2023-01-12,121.26,121.26,121.26,121.26
2023-01-13,122.33,122.33,122.33,122.33
2023-01-17,120.95,120.95,120.95,120.95
2023-01-18,121.19,121.19,121.19,121.19
2023-01-19,121.79,121.79,121.79,121.79
2023-01-20,122.16,122.16,122.16,122.16
2023-01-23,121.94,121.94,121.94,121.94
